,Review
848,"Joker is once in ten years movie. This is not a full comic book movie. It's just based on a comic book character. Joker is really slow (which does not bore us) drama which turns upside down in final act. Todd Phillips has done an excellent job in pushing Arthur Fleck into our minds that he will be in your heads for a few days. Joaquin Phoenix is phenomenal. One of the best performances ever by an actor. Robert DeNiro also did a goof job in a small role. The cinematography is so beautiful and captures Gotham and Joker really well. This movie will win atleast a couple of Academy Awards this season. Overall, Joker is a must watch movie and those who don't like this are just jealous how good it is. Move aside Marvel."
849,"Joker is an excellent character study of a man who is descending into a dark madness. It's central theme of how society treats the mentally ill is very strong and well done, and full props must be given to Joaquin Phoenix for his excellent performance.

It's not a perfect film though. It borrows heavily from other sources, and the themes go deep, but not as deep as they maybe could have. Also, the Joker character at the end didn't quite feel right as the movie never took him past angry personal revenge killings to become the outright and indiscriminate psychopath that he is supposed to be.

If you only watch comic book films then this will seem truly mind blowing, but for seasoned cinephiles, it's been done better in other movies. Still, that doesn't take away from what is maybe not a masterpiece, but a very good film - and there's nothing wrong with being a very good film."
850,"There are two sides to the Joker and one side you have sympathy for and the other side is a deranged psychotic killer

This film takes you on a journey and delves into the creation of a monster and his troubled upbringing - you feel sympathy for his mental state but once the monster is unleashed you cannot hold any sympathy

As a stand-alone movie it works well and takes away nothing from Heath Ledgers superb performance - Phoenix's performance is superb and has rightly come in for huge accolades

For me it wasn't the knock out 10/10 that everyone's giving it but it's not my genre - but it's definitely worth seeing whether you're a fab or not or just a fan of anarchy in the purge / v for vendetta tradition

Worth seeing

Pad.A 7/10"
851,"Its definitely not for everyone, and it could be hard to watch for some people, but Joker brilliantly tells a story never told before about the harsh reality of our world and the true tribulations behind daily life, accompanied by Phoenix's Oscar-worthy performance."
852,"I can't complain about the acting but I was a little disappointed that this was more a commentary on mental health than the DC origins story I was hoping for. The climax fell a little short for me too, so I was disappointed overall at what has to have been the most hyped film of the year. Still better than Ad Astra though."
853,"I was so looking forward to this film given all the hype about brilliant acting etc but yet again what a let down!

The film had no real storyline in the past or the present and although the acting was brilliant I had real trouble understanding the plot, if at all there was one.

ONE STAR IS FOR THE ACTORS"
855,"The real clowns here are the people rating this masterpiece of a movie with less than 8*. There is something really wrong in someone's head when he rates this movie with 1* like it's the worst movie ever made! Ok, we get it snowflakes, you want to feel different. Dissing this great film makes you feel good? Believe me, just stay away from reviews like that, they don't even worth a glance. See this great movie for yourselves. At the least, I guarantee you will not waste your time."
856,"Joker is more than anything else a movie about loss, betrayal, loneliness and the strong humans need and desire to be loved and accepted. Joaquin portraits brilliantly a men who suffers from mental illness & depression as well as rejection & Isolation. Joker is not at all an action movie partly not even entertaining in the classic sense. There's no Happy End but more a reflection of our (current) society in almost every part of the world. If u are different u are out, if u think differently...out, look different ...out, etc. Perhaps it was long overdue to bring to the big screen and to a wider audience an exaggerated anti-hero who is vulnerable and lost. And aren't we all this at least occasionally?"
857,I was numb on the first half of the movie. Shouldn't have watched it because now I can't get over it. I will lose faith in humanity if Joaquin Phoenix is not winning Oscar for this.
858,"From frame 1 to the end of the movie the entire theater gone silent. Every one was engaged till the end.

So dark, they gave 'A' certificate for the movie where the violence were very less than the Deadpool series or literally no nudity or sex scene or no thrilling scene or sound effects. But when we come out we know why a below 18 should not watch this movie.

The hype is 100% true."
859,"Joaquin Phoenix certainly did an impressive, impeccable and magnificent job. I'm very dedicated to the role... Valla prepared himself very well and explained step by step how he managed to characterize himself in the best possible way for his role and how only great actors do: very professional. I am infinitely grateful that he has taken the time to investigate about the disorders, about the drugs, but above all for the time that he has dedicated to perfecting such an important detail as the Joker's laugh, a laugh that is so impactful and full of pain, frustration, anger and in many cases madness. A wonderful experience in the cinema for a lot with a great message, which unlike what has been said, has left me thinking about the responsibility we have in a society that instead of helping feeds violence."
861,"""Joker"" (2019) is a story about a man pushed to his limits from the society around him. If you want to get as much out of it as possible, there are a few things you need to keep in mind before watching:

Before the review of Joker's contents, a few words need to be said about the controversy and debate Joker stirred prior to its release (and which still persists). Amongst other things, one caution has been that Joker tries to have the audience sympathize with a psychopath who commits violent crimes. The answers to presumptions in that category are very complex. Joker deals with tough topics such as mental illness, poverty, bullying and social class division to an extent where you are likely to feel impacted in some way. However, that doesn't mean that you justify the actions the main character, Arthur - and that is the point a lot of people fails to see. Sympathizing does not equal justifying, and while you can feel pity for the troubles Arthur goes through, you never condone the actions that he takes. Joker is not about that. Joker is about witnessing a man getting crushed under the vices of the people and system around him, and about understanding the role we as citizens and bystanders have in creating Jokers like him.

That being said, this movie is psychologically dark and disturbing. Not purely from the grim and the Kafkaesque tone, but mainly from how real this movie is. Joker sucks you in to a sequence of events that could already be going on in some part of the world - and quite likely is. Nothing feels over-the-top or pushed, whether it be the characters, sexual elements, or even the violence. It all blends together perfectly together with the constantly menacing atmosphere. That is not to say that these elements don't exist or gets noticed - there are for example a few extremely graphic and violent scenes that are very impactful and piercing, but mainly because of their rarity and the underlying pressure behind them.

Technically, this movie is a masterpiece. The cinematography is consistently gorgeous with amazing colors and just the right lighting, and the score is simplistic, hypnotizing and shockingly brutal. The pacing is perfection defined, and the dialogue will be quoted for years to come. Last but not least, Joaquin Phoenix delivers a feat which evolves Arthur into something more than an actor's performance.

That leads us to the final question - does Phoenix's performance live up to that of Ledger's? While the different Jokers explores different sides of the Joker persona, there is little to no doubt that Phoenix has lived up to the sky-high level Ledger set. On a personal note: while I still revel in the chaotic dynamics of the Dark Knight, I ultimately find myself more intrigued and horrified with Arthur Fleck, and his gradual descent into madness, step by step.

My personal grade: a haunting 9/10. If you found this helpful, check my profile for more reviews."
863,"'Joker' is a sick, disgusting, dark, evil, violent, total piece of scheisse. It will seriously affect emotionally troubled young people already pulled at by suicide, addictive behaviors, and hopelessness. It's like a 'Triumph of the Will' for nihilists. I would defer from voting for Joaquin Phoenix for best actor until i see video of his normal non-acting self...it may be he wasn't acting in 'Joker' at all and is one majorly screwed up dude. And, what a weird alien body. He's naked from the waist up a lot in 'Joker' and, from the waist up, is, let's say, disquieting. All taut skin stretched tightly over an alien bone structure. The bones stick up and out at odd angles, in odd places, like the exoskeleton of a medical experiment gone wrong. Not a single pleasant moment in the movie. Not a moment of joy, nor beauty, nor happiness. No catharsis from all the misery and violence, just a stomach churning emptiness at the thought that the last fifty years have come down to this, and this is a circle of despair. A movie without hope, without humanity, showing a world that no sane person would live in."
864,"#Joker is intense, bold, disturbing, and surprisingly poignant at times. Joaquin Phoenix gives a stunning performance that's equally as disturbing as it is emotionally layered. Oscar-worthy in every way. Beautiful cinematography and an incredible score by Hildur Guðnadóttir."
865,"The first half leaves you wondering how this meek, empty shell of a man could ever become the sinister Joker. Then he flips the switch...slowly. I knew as soon as he started dancing down those stairs. I said to myself he really pulled it off. The weird quirks he develops before you are so unnerving, and gritty it makes you feel uncomfortable watching it. It was almost too realistic. But he did something special here. Epic movie"
866,"Rarely does a film exceed the hype like Joker!

it always puts me off when I see rave reviews from critics about a film and really wasn't expecting this film to be as good as it turned out.

The acting by Joaquin Phoenix is a masterful performance, detailing every nuance of the Arthur character.

It sucks you right in to his world and keeps you there for the whole two hours or so - which went by so quickly.

If you are a fan of quality film this is certainly one to watch."
867,Joaquin Phoenix deserves the Oscar. Heath would definitely be proud.
868,"With a Phenomenal performance from Joaquin Phoenix, and Todd Phillips at his best in the directors chair. ""Joker"" is a realistic yet somber portrayal of mental health and societal rejection, told through a perspective of the greatest comic-book villain ever created. ""Joker"" is a brilliant tour de force with spectacular cinematography and will likely become another great staple in our world of Superhero cinema."
871,"Joker Review:

Joker takes place in Gotham City, where mentally-troubled comedian Arthur Fleck embarks on a downward-spiral of social revolution and bloody crime. This path brings him face-to-face with his alter-ego. Who wasn't excited for this? I mean the only thing I was most nervous for was the comparison to The Dark Knight. I love that film and I just wanted something not copying Heath Ledger. These are two different films so it's hard to compare and I won't. The one thing I can say is Joker is amazing and so is The Dark Knight. The mixture of a great storyline and riveting performance by Joaquin Phoenix is what makes this film memorable for me at least. Along with great cinematography and a haunting score. The main thing I'd love to talk about is Joaquin Phoenix. Give that man an Oscar! Every time he was on the screen I couldn't look away. He puts his own new style to the character which I love. For example his laugh. He's not copying the classic laugh that everyone knows. There's a new way of incorporating it in where it feels more real and painful to watch, but in a good way. It's definitely the darkest version of the character that we've seen on screen and that's great. It's raw and real. I could feel for him the entire film, which is hard when the main character is a villain. The approach and descent into chaos we see really aids in our attitudes towards him. Some people, if they really don't like dark material at all, may have trouble with it. Like I said the story is dark but it's a good drama. I don't want to consider it a thriller because it feels too real to me. The one thing I think the story needed was a little bit less inspiration from some films like Taxi Driver. It's a good story but it really paralleled to other stories. I just wanted a little bit more originality, not saying it's not entirely though. One of my favorite stories within it was the relationship with Zazie Beetz's character and Joaquin Phoenix. I felt like it was unnecessary and then a twist happens which I just absolutely loved. I don't know why but it just made me love Arthur so much more. The story is accompanied with a haunting score by Hildur Guðnadóttir, who just won an Emmy for another great score for Chernobyl. It wasn't out there and more subtle which made scenes more unnerving sometimes. It slowly would build and be there. This may sound strange and many don't pay attention to this but I really loved the sound design for this. It was one of the main things I noticed throughout and as the story got more chaotic and scenes broke out into disarray it sounded brilliant to me. I can't explain it. One thing with the chaos is that it just reminder me so much of Darren Aronofsky's mother!. It's a very strange film with lots to say and an unpopular opinion: I think mother! is a perfect film. Anyway those whole scenes are anxiety enduring which is good. The cinematography by Lawrence Sher captures everything so well. I could see both the score and cinematography getting nominations the next Academy Awards. I really don't want to spoil anything and leave you to watch it for yourself. I think this is a brilliant film and will someday become a classic.

My Grade: A-"
872,"Right off the bat, Joaquin Phoenix was quite good in this movie. Other aspects like the cinematography and production design were also very well done. Because of those aspects, I'm giving it 5 stars and not fewer. Sadly, the script just did not live up to the standards the rest of the movie set. My issues are that the screenplay lacks consistency in its depiction of reality, shoehorns in a Thomas Wayne subplot that's included just to make it clear this is a Batman (adjacent) movie, distracts from its own story with on-the-nose references to better films, and worst of all, fails to live up to its aspirations of having a point. The Gotham city that is depicted is wildly uneven throughout this movie, which is a shame because the recreation of grungy 80s New York was very impressive. At times we are meant to believe that this movie could take place in our world, with our grounded sense of reality. At other times it feels like it belongs to Zach Snyder's vision of the DC universe. This mostly comes across due to the characters (or caricatures) that Arthur interacts with. Essentially every single supporting player in this film is completely devoid of any humanity such as motivation or logic, and simply exists as a plot device to hammer home the point that people treat Arthur badly. From the hooligans that rob him (for a sign??) to the cartoonishly villainous Thomas Wayne, Arthur is constantly beaten down by characters who feel like they came straight off a comic book page, into a movie that aims to be as grounded and realistic as it can be. Speaking of Thomas Wayne, the subplot that involves him in Arthur's story is essentially only included to let audiences know that Batman exists in this universe. Yippie. Other than that, it does nothing to further develop Arthur's character (someone should really teach Todd Phillips what character study means). Then there's the Scorsese of it all. Major plot elements, characterizations, and visuals from this movie all significantly borrow from early films by Scorsese like Taxi Driver and The King of Comedy (two exceptionally better movies). It got to the point while watching this movie that these on-the-nose ""homages"" pulled me out of the viewing experience and made me think about how much more I'd rather be watching a Scorsese film than this one. Finally, and most egregious of all, this story completely fails to connect its characters and plot to a larger theme or message. It pays lip-service to several possible messages, all of them remain completely unconnected however, leaving an incoherent mess as the only take away. Although this isn't necessarily a criticism of the movie, it is quite aggravating that any reasonable gripe you may have can be defended by some dude-bro by the fact that this film has an unreliable narrator, thus rendering anything that seems broadly drawn or confusing a result of being told an exaggerated story. A better film would have used this to its advantage by immersing the audience more fully into Arthur's subjective mindset, however, the filmmaking keeps the audience squarely in the position of objectively viewing this reality. I'll admit I was never bored while watching the movie, so by that metric I think it's fair to say it's entertaining. However, the more I think about it, the less I like it, which is a massive failing for a movie that strives to be pondered and debated. My guess is that the people rating it 9s and 10s were probably going to give it that high of marks regardless of what happened on screen so take their word with a grain of salt."
873,"It's just a bad movie. It is slow, boring and disturbing."
874,A movie about stand up comedy. I like the bit where he accidentally shot the gun
875,"Joker's like getting in a time machine and going back to 1983 and watching a movie that was made without modern restraints to be thought provoking & entertaining, definitely NOT made to be PC, LGBT or appeal specifically to the Chinese or any minority. Joker was made for all mankind. The bought and paid for mainstream media critics will hate Joker, but true film fans will leave having seen something unapologetically original and unimaginably enjoyable. Joker resembles Taxi Driver or Platoon for getting in your head with brutal honesty and never leaving."
876,"Joker was one of the most anticipated movies of the year and it certainly lived up to all the hype. Although the movie starts off slow, once the ball gets rolling it gets better and better. In a word, the movie was incredible. Joaquin Phoenix was amazing as Arthur Fleck who slowly descends into madness as he adopts his alter ego Joker.

Set in Gotham City in 1981, Arthur Fleck (Joaquin Phoenix) works as a clown who is barely clinging onto his day job. Arthur suffers from a neurological condition that causes him to laugh at inappropriate times and is also seeing a psychologist who encourages him to keep a journal as well as prescribing him medication for his mental illness. Arthur also lives with his ailing and mentally ill mother Penny (Frances Conroy) in a downtrodden apartment. Arthur also aspires to become a stand up comedian which attracts the attention of talk show host Murray Franklin (Robert De Niro) of whom Arthur idolises. After several events which contributes to Arthur's self destruction and descent into madness, Arthur adopts his alter ego Joker and blazes a trail of murder, chaos and delusional behaviour.

Although Joker is set in the DC Comics universe, Joker does well as a standalone movie going back to the beginning and director Todd Phillips (The Hangover) is handed the creative reigns to do whatever he wanted with the infamous character in an alternate world that completely detaches itself from the Batman series.

Joaquin Phoenix was amazing and I'm tipping that he will be netting several awards for his performance. Putting aside the previous performances of Joker in the past, Joaquin Phoenix earns himself a spot amongst elite company alongside Jack Nicholson, Heath Ledger, Cesar Romero and Jared Leto who have portrayed the Joker in past movies and TV shows.

Robert De Niro is excellent as TV show host Murray Franklin of whom Arthur Fleck idolises. Robert De Niro's character pays homage to his character in The King of Comedy (1983).

Zazie Beetz (Deadpool) does a great job as Arthur's sympathetic neighbour of whom he befriends.

Frances Conroy does well as Arthur's ailing mother who is also suffering a mental illness that may have been passed onto her troubled son.

Many themes the movie explores include mental illness which is a major focus point throughout the movie as well as bullying, dealing with traumatic events, abuse, neglect, and failings of the government including unemployment, rising crime rates, and the broken medical system which take place in an alternate Gotham City.

Joker also paid homage to the classic movie Taxi Driver (1976) also starring Robert De Niro who played the troubled anti-hero Travis Bickle who too, descended into self destructive behaviour, similar to Arthur Fleck's Joker.

Intense, violent, shockingly realistic, and a chilling performance from Joaquin Phoenix left me lost for words long after the end credits rolled as I left the cinema. Joker was an amazing film and I can safely say that it is one of the best films of 2019.

9/10"
877,"Joaquin Phoenix is Arthur Fleck, the man who would be Joker. The entire movie is a character study on this man, with little themes interlaced such as mental illness and the divide between the wealthy and the poor. Unlike other attempts at the Joker's origin, this one did not take one bad day, but years and years of relentless abuse, trauma, and depression. We watch Arthur as he goes from one miserable day to the next, as everything gets worse and worse, and then he gets kicked while he's down for good measure (sometimes literally). This makes it a long, miserable, and uncomfortable viewing experience. The character we all know as Joker is barely present until the film's third act. Until then it's just Arthur Fleck and his descent into madness in a cruel and uncaring world.

Joaquin Phoenix deserves every drop of praise he's getting. Every little bit of it. He's dream casting for a role like this, as it feels like Joker was written for him and only him. He's always been fantastic with tormented characters, those who skirt the borders of insanity. And not just movie insanity, but actual insanity. The darkness one's mind goes to when all hope is lost and happiness is an unknowable entity, when waking up every morning feels like stepping into a cold void, where you're trapped in your own head, you can't tell what's real and what's delusion. Phoenix taps into those feelings like a walk in the park. He slips into the role so well you have to keep slapping yourself to remind you you're empathising with a sociopath. His take will divide audiences. Some will find him hilarious, like a dark mirror of Charlie Chaplin, while others will watch him with intense sadness.

Nothing encapsulates this better than his laughs. Yes, laughs, plural. Phoenix is not happy with just one iconic laugh. Instead he gives Joker a number of distinct laughs, and each of them are just as unnerving and characterful as the others. His fake laugh is the closest to a typical Joker laugh we get. He uses it at odd, inappropriate moments, or as an attempt to fit in with those around him. The way he cuts from a serious expression to manic laughter, and then back to a serious expression is equal parts hilarious and disturbing. He's lonely and detached from society. He doesn't know what makes a good joke. He doesn't find humour in the same things everyone else does, so in an effort to appear normal he puts on a fake laugh; over-the-top and terrible. His other laugh is an involuntary tick due to a mental condition, either from illness or injury. It's loud and hearty. And yet also grossly inappropriate. This time it isn't Arthur trying to fit in, it's a reflex he can't help, and usually comes out in moments of great stress or sadness. These moments are uncomfortable to watch because you can feel his desperation to make them stop. These are tragic, painful laughs masking tears.

The other star of the movie is Hildur Guðnadóttir's haunting and upsetting score. It's a stripped-down orchestral score, centred on a handful of cellos. It evokes the tragic nature of Arthur's life, while also remaining dark and tense, putting you at constant unease. It uses silence and atmospheric lulls brilliantly, allowing the rest of the film to breathe before the overpowering single Cello line bursts back in. Even in Joker's final triumphant moment at the end of the film, the score still feels overpoweringly dark and brooding. This is no hero we're witnessing, this is a villain of pure evil and insanity.

Joker is not your average comic book movie. Go in expecting a typical superhero origin and you'll be disappointed. There's no antagonist, no brazen action sequences. It's slow and methodical, the violence is sudden and disturbing, but used incredibly sparingly. Also for a film entitled 'Joker' it's not particularly funny either. It has its moments of genuine humour for sure, but usually the level of comedy is so dark you'd feel bad for laughing at it. There was a guy in my screening who, much like Arthur, was laughing at the most inappropriate moments and literally applauding the violence. It was like Arthur was in the cinema with me watching his own movie. It was unnerving, but mostly I couldn't understand how he didn't see the irony in it. You'll either find this movie a darkly hilarious comedy, or find the experience closer to a deeply upsetting traumatic event. We may never see another film like this, but it may also open the eyes and minds of major studios to what they can achieve with comic book material. An R-rated villain origin, in the style of a gritty indie drama, focussing on the depravity of mental illness. I give Joker a potentially industry-changing 9/10."
878,"Following Christopher Nolan's smash triumph with The Dark Knight, Hollywood fell in love with a three-word phrase: ""Dark and Gritty."" Many in the business felt that the film's more serious tone and anguished protagonist were what spectators appreciated, and it ended up propagating a new tentpole mentality. It affected not only the future of DC Comics adaptations, but also titles like Marc Webb's The Amazing Spider-Man and Dean Israelite's Power Rangers, by injecting real-world cynicism into what were formerly bright and colorful characters. ""Dark and gritty,"" on the other hand, was a misinterpretation of what made The Dark Knight so unique.

It's not that Nolan's film was more serious than the traditional comic book blockbuster of the period; rather, it refused to be labeled merely as a ""superhero movie."" It helped to reframe what a big-screen tale about a masked vigilante could entail. It took all of the traditional components that had been in the source material for decades and applied a cinematic language in a way that audiences had never seen before, with Michael Mann's heist film Heat serving as a key reference point.

The union resulted in a completely new and thrilling experience. Fortunately, this was not an insight that went unnoticed by the entire filmmaking community, since it was important in the years that followed, albeit in a smaller way. While ""dark and gritty"" became a buzzword that fueled a slew of underwhelming films, we've also seen incredible films like Joe and Anthony Russo's Captain America: The Winter Soldier (which drew inspiration from 1970s conspiracy thrillers like Sydney Pollack's Three Days of the Condor) and James Mangold's Logan (which tapped into Clint Eastwood's Unforgiven's neo-western energy). These are films that stand out as really outstanding cinematic achievements, not just extensions of their respective brands.

Todd Phillips' Joker comes from the same school, and once again, both comic book enthusiasts and cinephiles are treated to something special. While the approach and subject matter come with a natural and profound unpleasantness, they also provide a foundation for a compelling and rattling character study that presents the titular villain in a light unlike anything seen in a previous incarnation."
879,"I was very nervous when I went to see this film. The joker character is one of my favorite ch of all time, and I was worried showing the characters origin story would take away the mystery and make him less interesting. This film however put so much thought and effort into his background that I left the theater completely in love. Joaquin phoenix did a perfect job playing as Arthur, and he absolutely deserves that Oscar. He is without a doubt the best part of the film. I cried, cheered, was worried and in suspense fall throughout the film because of him. Everytime I watch the film I discover something new that adds more to the story. There is so much detail shown throughout the film that it really makes me appreciate how much effort Todd Phillips put into this film. There are so many different ways to interpret the film that it constantly has me evaluating it trying to come up with different theories as of what's going on. There are a few flaws I noticed, or at least small things that bothers me. But the good heavily outweighs the bad, and the flaws I've noticed don't take away from the story or the drama. This film is truly a must see. The cinematography, acting, drama, story, and score is done so wonderfully that you'll always be engaged"
880,"JOKER Release date October 4th, 2019 Audience REACTIONS at its North American PREMIERE: 😄😄😄😄😄 (5 laughs) 😱 (1 shock) 🏆 (strong Oscar potential)

Joker (Todd Phillips) provides a divergent take on perhaps the world's most famous fictional villain. Incredibly adept at world building, the film portrays the spirit of the character and the society that failed him through the imagery of the dark city, Gotham. The director described the film as a ""slow burn"", and it was indeed a very slow burn. One should go into the film expecting something very different than the superhero movies we already know the Joker from. Joaquin Phoenix's portrayal provides a humanizing origin for the villain. While the viewer knows the character ultimately becomes a villain, it is easy to forget that, seeing instead a troubled man in a broken society; someone who just needed some compassion and kindness. Raising questions about the failings of our own society, it calls for introspection. Joker can first appear bland, but the more one considers it, the more deeply it is felt."
884,"""Joker"" (2019) is one of the greatest Dc films ever made only being beat by Christopher Nolan's ""Dark Knight Trilogy"". I can remember the ""hype"" for this film being absolutely insane the media was claiming that this film would cause a ""incel"" uprising within society. Pretty crazy stuff honestly but regardless of that this is a great film Author Fleck is a great reiteration of the iconic ""Joker"" character and De Niro was great as always."
885,"This tale of Joker's descent into madness has legitimate pathos. Joaquin Phoenix here is not charismatic, but sad and pathetic-not in the derogatory sense of the word, but in the sense of appearing skinny, having a cruel neurological condition, and being constantly misjudged, and in deserving pathos, or our sympathy. Sometimes, it did seem like this world of this newly created Joker struggled to fit with the comic book character we know from the Batman franchise. While Joker's slow burn into violent activity was believable, it was less believable that the same descent could lead him into becoming a super villain. Joaquin's Joker doesn't seem to have much agenda for the grand scale. His violent actions are all personal and reactive. This Joker falls into becoming a symbol for a protest movement, which doesn't feel quite a product of Gotham but of hasty scriptwriting. The film does its best to mix outcast themes, clown imagery and mental illness all in one to create the Joker, but something more than clown makeup is missing from the equation.

""Joker"" is an uncomfortable and magnetic film. It uses several kinds of storytelling devices to disorient our sense of reality, sometimes successfully and other times not completely enough. Its use of soundtrack is compelling but also less than fully consistent. The era of the when the film occurs confuses itself between the 40s, the 60s, the 80s and the present 2000s. The soundtrack is pulled from a variety of these decades as well, and adds to that feeling of disorientation. The Batman franchise spans these decades, so gives meaning to their reference, but also warps the viewers frame of reference in assessing the important themes of the film. Is there a reason most of the social workers Alex Fleck/Joker encounters are black? Is this a statement of some kind, or a metaphor for projection, or just part of the demographic of the time?

Anyway, not to overshadow the fact that this is a movie dealing with complex psychology of an unsettling but humane kind, and that this film that makes viewers uncomfortable somehow remarkably landed a wide audience and mass acclaim. Well, not remarkably. Any Batman movie would. But that this movie got made is quite a feat.

While this movie isn't anything about incels (it's not a movie about perpetual virginity or anything 2000s, I think), it is probably the one movie most having to do with the fear of violence modern society has for those it has outcast. With this film I think it's possible to have more empathy than fear. However, there are some problematic messages that comes up by meshing together a story of an isolated, troubled, but rather ordinary person with a desire for simple joy, and that of a uniquely celebrated anarchist super-villain like Joker. These two characters don't quite relate, and perhaps shouldn't."
886,"Great film and didn't get bored!

I'd been told not much happened but couldn't take my eyes off the screen..

Went pretty dark at times but I think it needed to, a fantastic performance from Joaquin & Bob!

Go see it people.."
887,"I have to fan geek out on this FILM! It is simply one of the most perfect efforts in cinema ever. If JOKER does not rake in awards or more specifically multiple Oscars I will be befuddled! Joaquin Phoenix always delivers a masterful performance in all of his movies however this performance is truly magnificent. I was spellbound by him and by so much more. This music is phenomenal and high praises to Hildur Guðnadóttir!!!!! I will be seeking this brilliant composer to listen more of. Lawrence Shers' cinematography was beautiful and the film color/saturation was so spot on!!! KUDOS! Editing? Beautifully done!!!! Thanks to Jeff Groth and his team if he has one! I could keep singing about this movie but I will spare everyone....but damn, the man who brought it all together, director Todd Phillips. Masterful job!!!!! I wanted to stand up and cheer during the credits.... :) LOVED IT!"
888,"This is an absolute masterclass in character acting from Joaquin Phoenix, not so much a superhero/villain story, it is more of a study of mental health issues in society today, drug addiction and the social issues facing people who society has left behind, you will struggle to find any actor who deserves the oscar this year"
890,"The best live action joker by far, the plot is designed form him to shine and Joaquin gives proves that he is probably the best actor alive."
891,"To say it was satisfying would be somewhat misleading. Joaquin Phoenix makes you feel uncomfortable almost the entire time. I couldn't help thinking about Christian Bale in The Machinist and Robert De Niro in Taxi Driver. With those comparisons, clearly I have some high praise on the acting.

The film itself slowly builds momentum, but when it builds...it's really builds. Those looking for traditional comic book action may feel it moves a bit slow, but it's pace allows for the transformation to not feel superficial. When you walk out of the theater you won't know exactly how to feel, but you'll surely want to know how everyone else feels about it."
892,"Joker speaks volumes, wether it'd be with it's social commentary on present times, or within it's own context. This movie is powerful, intense, and real. Todd Phillips has outdone himself both in directing and writing, he has shown us he has the capacity to make not only a great film, but a film that will leave you thinking for days to come.



Joaquin Phoenix's performance as Arthur Fleck is nothing short of mesmerizing. He downright carried this film alone, that's not to say the supporting cast didn't do a good job either, everyone was solid. But Joaquin, he's a whole other beast in his own league. From making you go from sympathetic, to empathetic, to terrified of him. His transformation from Arthur to Joker was masterfully done, the pacing was great and the subtle hints and changes you'd get from him made the payoff much more satisfying. This man deserves an Oscar, and he WILL get that Oscar, period.



The cinematography and lighting of this film set the tone so well for it, there was some interesting shots pulled and it really gives you that Gotham feel to it. Dark, gritty, and full of crime. The color palette was beautiful and it was used to it's full extent. The soundtrack was astonishing, the oustide songs were used accordingly and added to scenes perfectly. As well as the original score from Hildur Guonadóttir made every scene intense, horrifying, and all the more real when paired with Joaquin's performance. She is truly a force to be reckoned with, there would be no surprise if she gets an Oscar nomination as well.



This movie is special, it shall be remembered and used as an example for years to come. No words can describe the sheer amount of effort and care that was put to this film, please go watch this movie, for it is not only a film for entertainment, its an unforgettable experience. I can't put into words my feelings for this film, but to keep it nice and short, Joker is a masterpiece.



10/10"
